 Interval Wave (nm)      AF11      AF12      AF22     AF113       AMC     ACCL4
      123     450.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      124     455.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      125     460.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      126     465.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      127     470.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      128     475.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      129     480.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      130     485.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      131     490.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      132     495.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      133     500.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      134     505.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      135     510.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      136     515.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      137     520.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      138     525.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      139     530.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      140     535.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      141     540.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      142     545.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      143     550.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      144     555.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      145     560.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      146     565.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      147     570.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      148     575.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      149     580.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      150     585.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      151     590.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      152     595.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      153     600.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      154     605.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      155     610.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      156     615.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      157     620.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      158     625.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      159     630.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      160     635.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      161     640.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      162     645.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      163     650.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      164     655.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      165     660.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      166     665.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      167     670.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      168     675.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      169     680.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      170     685.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      171     690.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      172     695.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      173     700.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      174     705.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      175     710.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      176     715.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      177     720.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      178     725.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      179     730.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      180     735.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      181     740.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      182     745.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      183     750.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      184     755.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      185     760.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      186     765.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      187     770.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      188     775.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      189     780.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      190     785.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      191     790.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      192     795.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      193     800.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      194     805.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      195     810.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      196     815.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      197     820.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      198     825.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      199     830.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      200     835.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      201     840.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      202     845.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      203     850.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00



CFC-12 log-interpolated from JPL2011, Table 4F-36
